City,Cloudiness,Country_code,Date,Humidity,Latitude,Longitude,Max_temp,Wind_speed
Marawi,20,PH,1547606997,56,8.0,124.29,81.21200000000006,1.51
Torbay,90,CA,1547604000,100,47.66,-52.73,30.2,11.8
Padang,40,ID,1547605800,78,-0.92,100.36,80.6,2.6
Vostok,44,RU,1547606997,51,46.45,135.83,-0.3279999999999603,1.96
Faanui,92,PF,1547606998,100,-16.48,-151.75,84.27200000000003,6.16
Aksarka,44,RU,1547606998,73,66.56,67.8,-2.757999999999953,3.21
Okhotsk,64,RU,1547606998,99,59.36,143.24,-5.547999999999973,3.06
Zhezkazgan,90,KZ,1547605800,92,47.8,67.71,24.8,2.0
Chinsali,92,ZM,1547606999,98,-10.55,32.07,62.67200000000004,1.61
Sitka,0,US,1547606999,73,37.17,-99.65,31.082000000000015,1.76
Tambilil,40,PH,1547604000,75,5.96,124.67,89.6,5.1
Ajdabiya,48,LY,1547606999,77,30.75,20.22,47.73200000000001,3.26
Nemuro,75,JP,1547604420,68,43.32,145.57,30.2,4.1
Virginia Beach,1,US,1547605800,92,36.85,-75.98,33.98000000000004,1.31
Hay River,90,CA,1547604000,75,60.82,-115.79,-12.99999999999995,2.1
Saskylakh,20,RU,1547607000,0,71.97,114.09,-32.187999999999946,8.16
Turayf,0,SA,1547604000,86,31.68,38.65,33.8,2.1
Prince Rupert,1,CA,1547604000,93,54.32,-130.32,39.2,3.1
Khani,75,GE,1547605800,34,41.96,42.96,53.6,7.7
Bonthe,0,SL,1547607001,84,7.53,-12.5,79.68200000000002,2.66
Prainha,56,BR,1547607001,99,-1.8,-53.48,74.642,1.61
Klaksvik,92,FO,1547605200,100,62.23,-6.59,35.6,2.6
Pitimbu,0,BR,1547604000,88,-7.47,-34.81,77.0,2.6
Launceston,12,AU,1547604000,39,-41.43,147.14,80.6,8.2
Farafangana,24,MG,1547607002,100,-22.82,47.83,79.41200000000006,1.41
Antofagasta,20,CL,1547604000,72,-23.65,-70.4,64.4,3.6
Puerto Narino,75,CO,1547604000,100,-3.77,-70.38,77.0,2.1
Hambantota,75,LK,1547604600,100,6.12,81.12,77.0,1.0
Huarmey,36,PE,1547607003,83,-10.07,-78.15,67.80200000000008,1.76
Napier,92,NZ,1547606954,100,-39.49,176.92,64.83200000000002,5.01
Gasa,0,BT,1547607004,21,27.91,89.73,-12.477999999999966,0.26
Zlonice,75,CZ,1547604000,86,50.29,14.09,39.2,7.7
Manosque,0,FR,1547604000,69,43.83,5.78,35.6,1.0
Bandarbeyla,88,SO,1547607004,100,9.49,50.81,74.37200000000004,5.81
Port Hedland,0,AU,1547604000,35,-20.31,118.58,98.6,3.1
Acapulco,5,MX,1547603220,69,16.86,-99.88,80.6,1.5
Bambanglipuro,92,ID,1547607005,90,-7.95,110.28,79.05200000000008,3.46
Loralai,68,PK,1547607010,76,30.37,68.6,27.57200000000004,1.56
Hervey Bay,32,AU,1547604000,43,-25.3,152.85,89.6,5.7
Khandyga,8,RU,1547607011,0,62.65,135.58,-45.23799999999994,1.06
Dudinka,64,RU,1547607011,82,69.41,86.18,3.2720000000000375,4.01
Udachnyy,76,RU,1547606933,55,66.42,112.4,-19.94799999999998,3.41
Itoman,75,JP,1547606160,72,26.12,127.67,64.4,4.6
Port Elizabeth,1,US,1547603760,81,39.31,-74.98,30.02000000000006,1.91
Nokaneng,12,BW,1547607012,74,-19.66,22.19,71.58200000000002,4.61
Coihaique,0,CL,1547604000,62,-45.58,-72.07,51.8,3.1
Yaan,0,NG,1547607012,72,7.38,8.57,67.892,1.61
Nakhon Phanom,0,LA,1547604000,61,17.4,104.79,77.0,3.6
Pierre,90,US,1547605260,84,44.37,-100.35,26.960000000000083,4.1
Richards Bay,100,ZA,1547607013,100,-28.77,32.06,73.11200000000005,4.46
Ayorou,0,NE,1547607013,37,14.73,0.92,54.57200000000004,1.61
New Plymouth,0,NZ,1547607013,84,-39.06,174.08,68.70200000000008,8.41
Mecca,48,SA,1547606881,85,21.43,39.83,63.391999999999996,1.16
Portland,75,US,1547603760,61,45.52,-122.67,42.08000000000004,7.2
Anadyr,90,RU,1547605800,76,64.73,177.51,-5.799999999999947,6.0
Ler,0,NO,1547605200,85,63.2,10.3,23.0,3.6
Atambua,24,ID,1547607014,99,-9.11,124.89,82.38200000000002,2.86
Lerwick,44,GB,1547605200,81,60.15,-1.15,46.4,14.9
Naryan-Mar,80,RU,1547607015,88,67.67,53.09,12.991999999999997,1.21
Shafranovo,88,RU,1547607015,87,53.97,54.77,19.741999999999997,5.66
Tendukheda,0,IN,1547605800,54,23.4,79.54,53.6,1.31
San Felipe,0,CL,1547606887,73,-32.75,-70.73,55.022000000000034,0.26
Majene,92,ID,1547607016,100,-3.54,118.97,78.60200000000007,7.41
Puro,76,PH,1547607016,76,13.13,123.76,79.32200000000003,7.36
Zyryanka,0,RU,1547607016,0,65.73,150.89,-36.95799999999994,1.16
Griffith,0,AU,1547604000,12,-34.29,146.06,109.4,2.1
Kuruman,0,ZA,1547607017,23,-27.46,23.43,63.03200000000002,4.21
Porbandar,0,IN,1547605800,62,21.64,69.61,57.2,1.0
Zhangye,0,CN,1547606738,70,38.94,100.46,16.952000000000076,3.56
Beira,92,ES,1547604000,87,43.2,-8.36,48.2,2.1
Koygorodok,92,RU,1547607017,84,60.44,51.01,22.802000000000078,2.96
Prince George,90,CA,1547605020,92,53.92,-122.75,21.2,1.5
Holoby,80,UA,1547607018,92,51.09,25.02,26.312000000000058,1.31
Nouadhibou,44,MR,1547607018,66,20.93,-17.03,62.582000000000015,6.41
Sisimiut,76,GL,1547607018,100,66.94,-53.67,-5.547999999999973,1.01
Moose Factory,90,CA,1547604720,92,51.26,-80.61,14.0,1.21
Tabuk,0,PH,1547607019,60,17.41,121.44,74.28200000000001,1.16
Zlotoryja,75,PL,1547605800,93,51.13,15.92,39.2,8.7
Labuhan,92,ID,1547607019,90,-2.54,115.51,77.88200000000002,1.31
Asosa,0,ET,1547607019,82,10.07,34.53,53.76200000000006,1.41
Yeppoon,40,AU,1547605800,48,-23.13,150.74,87.8,2.6
Don Sak,20,TH,1547605800,79,9.32,99.69,84.2,2.6
Haines Junction,68,CA,1547607025,70,60.75,-137.51,-1.227999999999966,1.01
Ixtapa,90,MX,1547603040,88,20.71,-105.21,78.8,1.0
Tanout,0,NE,1547607026,66,14.97,8.88,46.832000000000015,3.66
Wewak,36,PG,1547607026,100,-3.55,143.63,83.82200000000003,1.76
Nuuk,80,GL,1547603400,92,64.17,-51.74,21.2,6.2
Tabas,0,IR,1547604000,79,33.6,56.92,44.6,1.0
Kayerkan,80,RU,1547607030,81,69.35,87.76,5.7919999999999945,2.71
Shitanjing,64,CN,1547607030,51,39.23,106.34,12.452000000000076,1.26
Sistranda,20,NO,1547603400,85,63.73,8.83,23.0,8.2
Celle,75,DE,1547605200,93,52.62,10.08,44.6,6.2
Vanavara,64,RU,1547607030,84,60.35,102.28,2.282000000000018,2.36
Hakkari,90,FI,1547605200,85,61.34,23.75,21.2,2.6
Lavrentiya,88,RU,1547607031,94,65.58,-170.99,33.062000000000054,7.36
Braniewo,56,PL,1547607008,100,54.38,19.82,35.76200000000006,6.11
Guarumal,90,EC,1547604000,74,-1.88,-79.65,80.6,1.0
Kudahuvadhoo,92,MV,1547607031,100,2.67,72.89,77.52200000000003,3.41
Puerto Escondido,0,MX,1547607032,100,15.86,-97.07,81.75200000000008,2.41
Adendron,20,GR,1547605200,47,40.67,22.6,37.4,3.1
Cochrane,8,CL,1547607032,60,-47.25,-72.57,43.772000000000034,2.71
Leshukonskoye,80,RU,1547607032,80,64.9,45.76,22.891999999999996,2.66
Batemans Bay,0,AU,1547607032,43,-35.71,150.18,90.392,1.81
Aitape,20,PG,1547607033,79,-3.15,142.36,86.07200000000003,4.76
Ilulissat,56,GL,1547603400,71,69.22,-51.1,8.600000000000001,0.5
Bullhead City,90,US,1547605800,93,35.15,-114.57,55.4,2.1
Eyl,92,SO,1547607033,99,7.98,49.82,73.65200000000007,4.46
Yumen,20,CN,1547607033,71,40.29,97.04,2.8220000000000383,1.96
Agadez,0,NE,1547607034,49,16.97,7.99,47.28200000000002,2.86
Saint Anthony,90,US,1547603760,74,43.97,-111.68,24.98000000000004,1.5
Vestmanna,92,FO,1547605200,100,62.16,-7.17,35.6,2.6
Smithers,75,CA,1547604000,87,54.78,-127.17,32.0,1.0
Estremoz,56,PT,1547607034,84,38.84,-7.59,31.891999999999996,1.31
Peniche,75,PT,1547604000,93,39.36,-9.38,51.8,1.0
Lufilufi,75,WS,1547604000,63,-13.87,-171.6,91.4,3.6
Aukra,48,NO,1547605200,92,62.79,6.92,30.2,2.1
Goranboy,75,AZ,1547605800,56,40.61,46.79,41.0,4.1
Malartic,90,CA,1547604000,92,48.14,-78.13,21.2,4.6
Pimentel,68,BR,1547607035,98,-3.7,-45.5,72.03200000000001,1.21
Ilebo,76,CD,1547607036,92,-4.33,20.59,72.21200000000006,1.11
Kavaratti,0,IN,1547607036,100,10.57,72.64,82.20200000000008,5.01
Rafai,56,CF,1547607036,100,4.95,23.92,67.35200000000007,2.26
Daru,8,SL,1547607036,68,7.99,-10.85,76.71200000000006,1.71
Billings,75,US,1547603580,75,45.79,-108.5,30.920000000000062,2.6
Batagay,0,RU,1547607037,0,67.65,134.64,-69.80799999999995,1.21
Aklavik,40,CA,1547604000,68,68.22,-135.01,-14.799999999999947,3.6
Banamba,0,ML,1547607040,62,13.55,-7.45,59.97200000000004,1.26
Mango,75,IT,1547605200,71,44.69,8.15,55.4,5.1
Komsomolskiy,76,RU,1547607045,79,67.55,63.78,10.202000000000076,2.96
Te Anau,80,NZ,1547607046,44,-45.41,167.72,70.77200000000003,4.56
Longhua,36,CN,1547607046,100,29.21,106.21,43.50200000000008,1.76
Hwange,36,ZW,1547607046,71,-18.35,26.5,71.31200000000005,2.51
Ebebiyin,92,GQ,1547607046,95,2.15,11.34,72.93200000000002,1.06
Half Moon Bay,90,US,1547606400,93,37.46,-122.43,55.94000000000002,5.1
Jutai,92,BR,1547607047,100,-1.71,-47.89,72.75200000000008,0.61
Pangnirtung,64,CA,1547607047,46,66.15,-65.72,-16.167999999999985,2.71
Los Llanos de Aridane,0,ES,1547605800,67,28.66,-17.92,60.8,4.1
Petropavlovsk-Kamchatskiy,20,RU,1547605800,55,53.05,158.65,8.600000000000001,3.0
Sabang,88,PH,1547607048,85,13.72,123.58,78.692,7.61
Bolpur,0,IN,1547607048,66,23.66,87.7,57.812000000000054,3.96
Bud,48,NO,1547605200,92,62.91,6.91,30.2,2.1
Murashi,80,RU,1547607048,88,59.4,48.97,26.312000000000058,3.26
Kulhudhuffushi,20,MV,1547607049,100,6.62,73.07,81.93200000000002,4.01
Boditi,44,ET,1547607049,64,6.95,37.86,47.73200000000001,1.56
Maamba,24,ZM,1547607049,81,-17.36,27.22,69.42200000000004,2.06
Oksovskiy,80,RU,1547607049,84,62.61,39.91,27.482000000000017,3.91
Isangel,80,VU,1547607049,100,-19.55,169.27,78.87200000000004,5.01
Hokitika,0,NZ,1547607050,81,-42.72,170.96,66.81200000000005,2.91
Beringovskiy,80,RU,1547607050,97,63.05,179.32,5.702000000000076,10.86
Pochutla,5,MX,1547603340,78,15.74,-96.47,78.8,2.96
Norrtalje,0,SE,1547605200,85,59.76,18.7,17.6,1.5
Abilene,1,US,1547606100,91,32.45,-99.73,45.320000000000064,5.1
Kabinda,48,CD,1547607051,92,-6.14,24.49,65.28200000000001,1.31
Chimbote,48,PE,1547607051,95,-9.08,-78.59,69.06200000000005,2.76
Pisco,76,PE,1547604000,83,-13.71,-76.2,69.8,7.2
Cayenne,90,GF,1547605800,83,4.94,-52.33,78.8,1.5
Kushiro,20,JP,1547604000,46,43.11,144.15,30.2,8.2
Glenwood Springs,90,US,1547604720,86,39.55,-107.33,33.98000000000004,3.6
Talaya,75,RU,1547605800,85,55.79,84.89,17.6,2.0
Palmer,1,US,1547603880,87,61.6,-149.11,19.94000000000002,1.76
Iqaluit,90,CA,1547604000,76,63.75,-68.52,-3.9999999999999503,2.6
Fredericksburg,1,US,1547606100,100,38.3,-77.46,28.04000000000002,2.26
Nebbi,92,UG,1547607053,65,2.48,31.09,70.95200000000008,1.46
Rocha,76,UY,1547606799,98,-34.48,-54.34,67.62200000000004,5.61
Kloulklubed,90,PW,1547607000,88,7.04,134.26,78.8,7.2
Ayagoz,92,KZ,1547607054,89,47.96,80.43,25.772000000000038,7.71
Beloha,80,MG,1547607054,84,-25.17,45.06,77.792,1.56
Roche-la-Moliere,0,FR,1547604000,84,45.43,4.32,32.0,5.1
Avera,1,US,1547606100,84,33.19,-82.53,42.08000000000004,1.5
Hecelchakan,75,MX,1547603040,64,20.17,-90.13,75.2,5.1
Aswan,0,EG,1547607028,93,24.09,32.9,37.38200000000002,1.51
Koumac,80,NC,1547607060,71,-20.56,164.28,82.83200000000002,1.71
Havre,1,US,1547603580,91,48.55,-109.68,21.920000000000062,6.7
Dunhua,12,CN,1547607060,34,43.37,128.23,12.90200000000008,6.41
Nueva Germania,12,PY,1547607061,67,-23.91,-56.7,83.55200000000008,2.31
Townsville,20,AU,1547605800,55,-19.26,146.82,87.8,7.2
Kanniyakumari,8,IN,1547607061,100,8.08,77.57,76.71200000000006,11.56
El Viejo,0,NI,1547607061,50,12.66,-87.17,81.30200000000008,6.11
Lircay,80,PE,1547607062,100,-12.99,-74.72,37.38200000000002,1.16
Wawa,8,NG,1547607062,36,9.9,4.41,64.20200000000008,3.31
Pizarro,76,CO,1547607062,97,4.95,-77.37,78.78200000000001,1.76
Kavieng,56,PG,1547607006,100,-2.57,150.8,81.842,3.11
Fukue,40,JP,1547605800,61,35.03,136.69,48.2,10.3
Huaibei,8,CN,1547607063,54,33.96,116.79,28.202000000000076,2.16
Victoria,75,BN,1547604000,79,5.28,115.24,86.0,3.1
Meulaboh,20,ID,1547607000,100,4.14,96.13,80.31200000000005,1.66
Nakamura,40,JP,1547605800,61,35.17,136.87,48.2,10.3
Kardasova Recice,100,CZ,1547607063,93,49.18,14.85,33.872000000000035,7.71
Palora,44,EC,1547607064,100,-1.7,-77.97,58.98200000000001,0.56
Lucea,20,JM,1547604000,78,18.44,-78.17,77.0,2.6
Shetpe,8,KZ,1547607064,94,44.14,52.16,36.75200000000008,8.36
Baoqing,48,CN,1547607064,42,46.32,132.2,8.762000000000057,5.21
Golfito,0,CR,1547606969,91,8.64,-83.17,81.21200000000006,3.11
Udayagiri,0,IN,1547607064,60,12.32,76.68,61.682000000000016,3.31
Bethel,75,US,1547603760,78,60.79,-161.76,35.96000000000008,1.5
Soyo,56,AO,1547606956,98,-6.13,12.37,74.91200000000006,1.16
Ferrol,92,ES,1547604000,87,43.48,-8.23,48.2,2.1
Sezze,0,IT,1547605200,81,41.5,13.06,48.2,2.6
Bari Sadri,0,IN,1547604000,93,24.42,74.48,42.8,1.26
Puerto Baquerizo Moreno,0,EC,1547607066,98,-0.9,-89.6,77.25200000000008,4.21
Vestmannaeyjar,0,IS,1547607066,100,63.44,-20.27,27.391999999999996,9.26
Trincomalee,36,LK,1547607066,86,8.58,81.23,78.78200000000001,4.01
Tura,0,IN,1547607067,81,25.52,90.21,59.432000000000016,1.66
Zheleznodorozhnyy,40,RU,1547605800,92,55.75,38.0,23.0,3.0
Rome,0,IT,1547605200,81,41.89,12.48,48.2,2.6
Tungawan,76,PH,1547607067,70,7.6,122.42,80.58200000000002,4.91
Bucerias,90,MX,1547603040,88,20.76,-105.33,78.8,1.0
Roald,80,NO,1547605200,86,62.58,6.12,30.2,3.1
Coquimbo,0,CL,1547604000,87,-29.95,-71.34,59.0,3.1
Lithgow,0,AU,1547605800,50,-33.48,150.16,95.0,2.6
Nantucket,1,US,1547606100,79,41.28,-70.1,24.08000000000004,2.31
Middelburg,8,ZA,1547607068,95,-25.77,29.46,62.13200000000002,2.96
La Ronge,20,CA,1547604000,82,55.1,-105.3,-20.199999999999953,1.31
Byron Bay,0,AU,1547604000,51,-28.65,153.62,93.2,8.2
Kurchum,92,KZ,1547607069,85,48.57,83.65,27.932000000000016,8.96
Pitkyaranta,88,RU,1547607069,93,61.57,31.48,26.672000000000036,1.41
Nerchinskiy Zavod,0,RU,1547607074,56,51.31,119.61,-7.167999999999985,2.11
Xuddur,20,SO,1547607074,75,4.12,43.89,66.36200000000005,4.76
Sanzieni,56,RO,1547607074,75,46.05,26.13,24.872000000000035,3.41
Aginskoye,0,RU,1547607075,63,51.11,114.54,9.841999999999995,1.51
Naze,0,NG,1547607075,94,5.43,7.07,72.30200000000008,1.51
Paita,44,PE,1547607075,75,-5.09,-81.11,75.45200000000008,3.71
Am Timan,0,TD,1547607075,26,11.04,20.28,66.18200000000002,4.76
Lompoc,90,US,1547604900,86,34.64,-120.46,55.94000000000002,5.7
Imeni Zhelyabova,24,RU,1547607075,76,58.95,36.6,18.932000000000016,4.46
San Patricio,64,PY,1547607076,98,-26.98,-56.83,73.38200000000002,0.31
Hounde,0,BF,1547607076,47,11.5,-3.52,60.872000000000035,1.96
Katsuura,75,JP,1547604000,79,33.93,134.5,48.2,5.1
Tarakan,75,ID,1547605800,94,3.3,117.63,77.0,1.0
Lorengau,48,PG,1547607076,98,-2.02,147.27,83.82200000000003,4.86
Malindi,36,KE,1547607077,94,-3.22,40.12,77.43200000000002,1.51
Conde,56,BR,1547607077,89,-11.81,-37.61,78.33200000000002,3.11
Dunedin,44,NZ,1547607061,75,-45.87,170.5,74.10200000000007,1.46
Praia,0,BR,1547604000,61,-20.25,-43.81,77.0,2.6
Nadym,80,RU,1547607080,78,65.53,72.51,9.032000000000018,4.11
Quatre Cocos,40,MU,1547604000,88,-20.21,57.76,75.2,2.1
Rio Muerto,5,MX,1547603100,72,27.42,-110.23,66.2,1.5
Allapalli,0,IN,1547607081,81,19.43,80.06,64.38200000000002,1.96
Baker City,90,US,1547603580,81,44.77,-117.83,32.0,3.6
Aykhal,80,RU,1547607081,30,65.95,111.51,-21.92799999999996,5.51
Boca do Acre,88,BR,1547607081,97,-8.76,-67.39,75.81200000000005,0.61
Bisira,0,PA,1547607081,76,8.52,-81.71,71.76200000000006,2.31
Qandala,20,SO,1547607082,100,11.47,49.87,57.182000000000016,1.16
Bin Qirdan,0,TN,1547607082,84,33.14,11.22,40.71200000000006,1.31
Kjopsvik,48,NO,1547605200,92,68.1,16.37,12.2,1.5
Dori,0,BF,1547607082,43,14.03,-0.03,58.80200000000008,2.31
Kodyma,0,UA,1547607083,73,48.1,29.13,13.802000000000078,3.31
Bacolod,88,PH,1547607083,72,10.68,122.95,78.87200000000004,6.86
Isiro,0,CD,1547607083,92,2.77,27.62,69.15200000000007,1.01
Jardim,0,BR,1547607083,78,-21.48,-56.15,77.07200000000003,1.46
Polis,90,CY,1547604000,72,35.04,32.42,59.0,10.3
Toamasina,75,MG,1547604000,94,-18.17,49.38,75.2,1.36
Kruisfontein,68,ZA,1547607084,95,-34.0,24.73,65.10200000000007,2.86
Bambous Virieux,40,MU,1547604000,88,-20.34,57.76,75.2,2.1
Warin Chamrap,68,TH,1547604000,65,15.19,104.86,77.0,3.6
Himare,0,AL,1547605200,48,40.1,19.74,42.8,1.31
Puerto Madero,20,AR,1547606100,100,-34.61,-58.36,69.8,1.0
Akdagmadeni,92,TR,1547607085,94,39.66,35.88,25.052000000000078,1.51
Tatarsk,56,RU,1547607085,76,55.22,75.96,11.552000000000078,1.96
Mayo,90,CA,1547604000,84,63.59,-135.9,8.600000000000001,1.21
Bayji,68,IQ,1547607086,91,34.93,43.49,42.872000000000035,3.56
Usinsk,76,RU,1547607086,85,66.0,57.56,16.682000000000016,3.86
Zlocieniec,92,PL,1547607086,93,53.53,16.01,38.372000000000035,6.91
Surt,12,LY,1547607091,100,31.21,16.59,53.852000000000075,4.36
Shenjiamen,92,CN,1547607092,100,29.96,122.3,45.48200000000001,8.31
Myitkyina,0,MM,1547607092,79,25.38,97.4,60.15200000000008,1.31
Arkhipo-Osipovka,92,RU,1547607092,97,44.37,38.53,48.272000000000034,6.91
Craig,90,US,1547606100,68,40.52,-107.55,30.02000000000006,1.41
Deer Lake,75,CA,1547604000,85,49.18,-57.43,17.6,2.6
Sioux Lookout,75,CA,1547606880,77,50.1,-91.92,-2.199999999999946,3.1
Charlestown,1,US,1547606100,85,41.38,-71.64,33.08000000000004,2.81
